1.0, 0.0
1.082418401408182351e+00,7.400084629875444686e-03
1.161901731171713248e+00,1.366096415931677965e-02
1.241413243738715977e+00,1.816868542743955289e-02
1.320937936285942360e+00,2.185652405911390345e-02
1.400471975592052498e+00,2.496293197649415707e-02
1.480012998712384675e+00,2.763490009049737045e-02
1.560887118465590362e+00,2.989026832364508751e-02
1.639112740783070343e+00,3.187803771896945831e-02
1.721320740778149005e+00,3.366806036747038711e-02
1.800878724590163404e+00,3.528496038755789960e-02
1.880438913817195523e+00,3.676466889078949807e-02
1.960000888380194262e+00,3.813331759466156295e-02
2.040890898431346745e+00,3.940020336020643582e-02
2.120455001664151684e+00,4.063643461099595428e-02
2.200019928898171884e+00,4.182140749285030018e-02
2.280912560404171341e+00,4.292522129055729302e-02
2.360478893287323299e+00,4.402275342540457048e-02
2.440045173660594369e+00,4.512355202493889550e-02
2.520939077521411331e+00,4.614821687061362865e-02
2.600505846640501328e+00,4.721861222190699980e-02
2.680072955054209061e+00,4.826790118599176560e-02
2.760966980091675627e+00,4.928502803623485695e-02
2.840534625721861772e+00,5.030089855390600106e-02
2.921428436680581164e+00,5.133134252941165543e-02
2.999668866784607424e+00,5.239796888298919875e-02
3.080562314213378894e+00,5.345102684478978544e-02
3.161456327133180366e+00,5.446890749457603681e-02
3.239697500453989409e+00,5.548930080950616878e-02
3.320590673215688682e+00,5.655944489428514632e-02
3.401484128722903399e+00,5.761200032305695967e-02
3.479724546709265010e+00,5.867938047617766995e-02
3.560617133783826382e+00,5.978595820554292312e-02
3.641509854152701564e+00,6.088424413993337447e-02
3.721075819466684198e+00,6.200464152758997094e-02
3.800641417211497508e+00,6.314790416805589335e-02
3.881116374407219460e+00,6.417777150943637654e-02
3.999954662755359269e+00,6.588662772035697168e-02
3.966211369484731630e+00,6.494442444239395540e-02
3.888708995956056125e+00,6.294396273524309471e-02
3.807307199278266996e+00,6.104631104171370781e-02
3.726424633512603890e+00,5.931634109015153367e-02
3.649520026516061222e+00,5.766350995850652583e-02
3.567311081343117696e+00,5.593228367437241139e-02
3.487750524546916253e+00,5.447544042395012498e-02
3.406865486777607366e+00,5.289924557919348236e-02
3.328632298997988403e+00,5.138209836531805463e-02
3.247745908089428646e+00,4.989007780288143290e-02
3.166859331376673303e+00,4.840961550010666054e-02
3.087299299679285625e+00,4.692010760281391940e-02
3.007738690373202406e+00,4.546653081707867361e-02
2.926851431031989303e+00,4.402853255523549864e-02
2.848617051681985313e+00,4.258550896310455552e-02
2.767729865046761883e+00,4.114298790400239270e-02
2.686842718803755137e+00,3.969795417975634927e-02
2.608609026121430752e+00,3.821221528017942903e-02
2.527722287839809567e+00,3.674180363798018600e-02
2.448162466181946773e+00,3.523922988193926159e-02
2.367276664999747204e+00,3.371052440840197062e-02
2.287718669070067712e+00,3.209437818785761815e-02
2.208160188433791138e+00,3.050838394903984674e-02
2.125952107654279555e+00,2.872338663082667914e-02
2.047722163369640747e+00,2.700447240589759490e-02
1.968168327838254239e+00,2.512952167553347826e-02
1.887289122704999045e+00,2.319049798400039247e-02
1.807738397374278438e+00,2.112207203755744195e-02
1.726863316286321393e+00,1.892650523483409980e-02
1.647317042177852020e+00,1.658118358953544758e-02
1.566447333254681329e+00,1.405143232267591635e-02
1.488235573545882762e+00,1.120131624997153241e-02
1.407375788990290699e+00,8.054203157260395041e-03
1.326522047110277880e+00,4.531195359024645097e-03
1.248326492758714101e+00,6.729980305951593911e-04
