1.0, 0.0
1.103096096694990536e+00,2.326507911108129101e-02
1.201224380371989531e+00,3.614620724766448578e-02
1.302004779824042391e+00,4.570745699853037691e-02
1.400133063501041608e+00,5.305545449225138044e-02
1.500913462953094246e+00,5.900356993332823985e-02
1.601693862405147328e+00,6.403318568768998076e-02
1.701148203969673478e+00,6.801703975055076179e-02
1.801928603421726560e+00,7.186809867798285567e-02
1.901382944986252710e+00,7.518797706370017320e-02
2.002163344438305792e+00,7.797667490770272825e-02
2.102943743890358430e+00,8.063257761627658227e-02
2.201072027567357647e+00,8.315568518942173526e-02
2.301852427019410730e+00,8.534680492399518426e-02
2.402632826471463368e+00,8.740512952313991835e-02
2.500761110148462585e+00,8.952985168999899601e-02
2.601541509600515667e+00,9.165457385685808755e-02
2.700995851165041373e+00,9.351370575285977704e-02
2.801776250617094455e+00,9.537283764886148041e-02
2.901230592181620604e+00,9.723196954486318377e-02
3.002010991633673687e+00,9.915749900857923071e-02
3.102791391085726769e+00,1.009502333368665905e-01
3.202245732650252918e+00,1.026101725297252354e-01
3.301700074214778624e+00,1.044029068580125952e-01
3.402480473666831706e+00,1.063948338894429857e-01
3.500608757343830924e+00,1.081211706500160019e-01
3.601389156795883562e+00,1.098475074105890043e-01
3.702169556247936644e+00,1.117066393065906937e-01
3.801623897812462793e+00,1.135657712025923971e-01
3.901078239376988943e+00,1.154249030985941005e-01
4.001858638829042469e+00,1.171235742059527907e-01
3.911686702477204847e+00,1.103122903845894232e-01
3.810906303025151765e+00,1.050668825351560587e-01
3.710125903573098682e+00,1.002419926145802220e-01
3.611997619896099909e+00,9.603681332600494391e-02
3.511217220444046827e+00,9.192016412771547573e-02
3.413394950125707705e+00,8.821211534612966032e-02
3.312308537314994972e+00,8.455003411142301972e-02
3.211528137862941890e+00,8.103096302256265759e-02
3.112073796298415740e+00,7.751189193370230934e-02
3.011293396846362658e+00,7.386002570941324619e-02
2.911839055281836952e+00,7.060654489141027224e-02
2.811058655829783870e+00,6.722026893797861113e-02
2.710278256377730788e+00,6.383399298454693616e-02
2.612149972700731571e+00,6.058051216654396220e-02
2.511369573248678488e+00,5.686224837454056935e-02
2.410589173796625406e+00,5.327677971796586365e-02
2.312460890119626633e+00,4.955851592596245692e-02
2.211680490667573551e+00,4.570745699853037691e-02
2.110900091215520469e+00,4.172360293566958200e-02
2.011445749650994763e+00,3.734136346652272564e-02
1.911991408086468613e+00,3.269353372651848111e-02
1.811211008634415531e+00,2.764731858022814737e-02
1.710430609182362449e+00,2.226911559536609575e-02
1.609650209730309367e+00,1.616053936564622318e-02
1.511521926053310594e+00,9.437785634568651716e-03
1.410211103446246561e+00,1.898341820604609875e-03
