1.0, 0.0
1.091161575707247255e+00,1.619629190210777892e-02
1.180007454171557280e+00,2.648536114522709317e-02
1.271505448410921169e+00,3.421557027873964318e-02
1.361677384762758125e+00,4.032925401366831142e-02
1.451849321114595082e+00,4.541122169642020090e-02
1.540695199578904884e+00,4.958697202641146329e-02
1.629541078043214686e+00,5.320527464504272441e-02
1.721039072282578797e+00,5.639272271713198503e-02
1.811211008634415531e+00,5.904388274229765976e-02
1.900056887098725333e+00,6.159690570309435398e-02
1.990228823450562512e+00,6.393614308872286323e-02
2.081726817689926179e+00,6.605831150297754306e-02
2.170572696154236425e+00,6.794553467762762256e-02
2.260744632506073160e+00,6.967187143820062489e-02
2.350916568857910338e+00,7.129605809459771404e-02
2.439762447322220140e+00,7.282137804302454831e-02
2.531260441561583807e+00,7.434013119904006595e-02
2.621432377913420986e+00,7.588770527730520632e-02
2.710278256377730788e+00,7.710876384400805472e-02
2.800450192729567522e+00,7.852682618305018014e-02
2.891948186968931633e+00,7.993795690788034480e-02
2.980794065433241435e+00,8.117798620821585487e-02
3.070966001785078170e+00,8.252490829613545742e-02
3.161137938136915349e+00,8.373903524862635894e-02
3.249983816601225151e+00,8.507099964272019088e-02
3.341481810840589262e+00,8.634751112311853105e-02
3.431653747192425996e+00,8.759483685946661824e-02
3.520499625656735798e+00,8.894248859098746740e-02
3.611997619896099909e+00,9.012268711601995053e-02
3.700843498360409711e+00,9.122554341931923827e-02
3.791015434712246890e+00,9.277311749758437864e-02
3.881187371064083624e+00,9.397848872686020982e-02
3.971359307415920359e+00,9.504595731549855819e-02
3.947490265440434243e+00,9.143750488548427202e-02
3.857318329088597508e+00,8.745620457522787494e-02
3.765820334849233397e+00,8.397616941903474075e-02
3.676974456384923595e+00,8.083177031941962687e-02
3.586802520033086417e+00,7.788473981394439249e-02
3.496630583681249682e+00,7.490195677200761626e-02
3.406458647329412948e+00,7.224094655822496658e-02
3.316286710977575769e+00,6.953907630277193774e-02
3.226114774625739035e+00,6.701596872962677087e-02
3.137268896161429232e+00,6.436991620966987793e-02
3.045770901922065121e+00,6.207701119272115986e-02
2.955598965570228387e+00,5.955390361957599299e-02
2.866753087105918141e+00,5.699978619337743579e-02
2.775255092866554474e+00,5.442086088473614691e-02
2.687735272289771604e+00,5.189264580638218438e-02
2.597563335937934426e+00,4.947168833741293070e-02
2.506065341698570759e+00,4.668444978061289663e-02
2.417219463234260513e+00,4.402198027962772597e-02
2.327047526882423778e+00,4.136607757105385808e-02
2.235549532643060111e+00,3.833732698223792090e-02
2.146703654178749865e+00,3.552819911740018322e-02
2.056531717826913130e+00,3.249434102337543651e-02
1.966359781475076396e+00,2.917446263765811898e-02
1.877513903010766150e+00,2.578818668422644400e-02
1.787341966658929415e+00,2.182330335499832463e-02
1.695843972419565304e+00,1.764171587619703385e-02
1.606998093955255502e+00,1.305882441670461191e-02
1.516826157603418768e+00,8.097977571761311166e-03
1.425328163364054657e+00,2.395812827941323775e-03
